"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2012","Total","Both Sexes","Santa Clara (CA)","City proper","Estimate - de jure","Final figure, complete","2014","119311","1,2"
"United States of America","2012","Total","Both Sexes","Santa Clarita (CA)","City proper","Estimate - de jure","Final figure, complete","2014","179013","1,2"
"United States of America","2012","Total","Both Sexes","Santa Maria (CA)","City proper","Estimate - de jure","Final figure, complete","2014","101459","1,2"
"United States of America","2012","Total","Both Sexes","Santa Rosa (CA)","City proper","Estimate - de jure","Final figure, complete","2014","170685","1,2"
"United States of America","2012","Total","Both Sexes","Savannah (GA)","City proper","Estimate - de jure","Final figure, complete","2014","142022","1,2"
"United States of America","2012","Total","Both Sexes","Scottsdale (AZ)","City proper","Estimate - de jure","Final figure, complete","2014","223514","1,2"
"United States of America","2012","Total","Both Sexes","Seattle (WA)","City proper","Estimate - de jure","Final figure, complete","2014","634535","1,2"
"United States of America","2012","Total","Both Sexes","Shreveport (LA)","City proper","Estimate - de jure","Final figure, complete","2014","201867","1,2"
"United States of America","2012","Total","Both Sexes","Simi Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2014","125793","1,2"
"United States of America","2012","Total","Both Sexes","Sioux Falls (SD)","City proper","Estimate - de jure","Final figure, complete","2014","159908","1,2"
"United States of America","2012","Total","Both Sexes","South Bend (IN)","City proper","Estimate - de jure","Final figure, complete","2014","100800","1,2"
"United States of America","2012","Total","Both Sexes","Spokane (WA)","City proper","Estimate - de jure","Final figure, complete","2014","209525","1,2"
"United States of America","2012","Total","Both Sexes","Springfield (IL)","City proper","Estimate - de jure","Final figure, complete","2014","117126","1,2"
"United States of America","2012","Total","Both Sexes","Springfield (MA)","City proper","Estimate - de jure","Final figure, complete","2014","153552","1,2"
"United States of America","2012","Total","Both Sexes","Springfield (MO)","City proper","Estimate - de jure","Final figure, complete","2014","162191","1,2"
"United States of America","2012","Total","Both Sexes","St. Louis (MO)","City proper","Estimate - de jure","Final figure, complete","2014","318172","1,2"
"United States of America","2012","Total","Both Sexes","St. Paul (MN)","City proper","Estimate - de jure","Final figure, complete","2014","290770","1,2"
"United States of America","2012","Total","Both Sexes","St. Petersburg (FL)","City proper","Estimate - de jure","Final figure, complete","2014","246541","1,2"
"United States of America","2012","Total","Both Sexes","Stamford (CT)","City proper","Estimate - de jure","Final figure, complete","2014","125109","1,2"
"United States of America","2012","Total","Both Sexes","Sterling Heights (MI)","City proper","Estimate - de jure","Final figure, complete","2014","130410","1,2"
"United States of America","2012","Total","Both Sexes","Stockton (CA)","City proper","Estimate - de jure","Final figure, complete","2014","297984","1,2"
"United States of America","2012","Total","Both Sexes","Sunnyvale (CA)","City proper","Estimate - de jure","Final figure, complete","2014","146197","1,2"
"United States of America","2012","Total","Both Sexes","Surprise (AZ)","City proper","Estimate - de jure","Final figure, complete","2014","121287","1,2"
"United States of America","2012","Total","Both Sexes","Syracuse (NY)","City proper","Estimate - de jure","Final figure, complete","2014","144170","1,2"
"United States of America","2012","Total","Both Sexes","Tacoma (WA)","City proper","Estimate - de jure","Final figure, complete","2014","202010","1,2"
"United States of America","2012","Total","Both Sexes","Tallahassee (FL)","City proper","Estimate - de jure","Final figure, complete","2014","186971","1,2"
"United States of America","2012","Total","Both Sexes","Tampa (FL)","City proper","Estimate - de jure","Final figure, complete","2014","347645","1,2"
"United States of America","2012","Total","Both Sexes","Temecula (CA)","City proper","Estimate - de jure","Final figure, complete","2014","105208","1,2"
"United States of America","2012","Total","Both Sexes","Tempe (AZ)","City proper","Estimate - de jure","Final figure, complete","2014","166842","1,2"
"United States of America","2012","Total","Both Sexes","Thornton (CO)","City proper","Estimate - de jure","Final figure, complete","2014","124140","1,2"
"United States of America","2012","Total","Both Sexes","Thousand Oaks (CA)","City proper","Estimate - de jure","Final figure, complete","2014","128412","1,2"
"United States of America","2012","Total","Both Sexes","Toledo (OH)","City proper","Estimate - de jure","Final figure, complete","2014","284012","1,2"
"United States of America","2012","Total","Both Sexes","Topeka (KS)","City proper","Estimate - de jure","Final figure, complete","2014","127939","1,2"
"United States of America","2012","Total","Both Sexes","Torrance (CA)","City proper","Estimate - de jure","Final figure, complete","2014","147027","1,2"
"United States of America","2012","Total","Both Sexes","Tucson (AZ)","City proper","Estimate - de jure","Final figure, complete","2014","524295","1,2"
"United States of America","2012","Total","Both Sexes","Tulsa (OK)","City proper","Estimate - de jure","Final figure, complete","2014","393987","1,2"
"United States of America","2012","Total","Both Sexes","Vallejo (CA)","City proper","Estimate - de jure","Final figure, complete","2014","117796","1,2"
"United States of America","2012","Total","Both Sexes","Vancouver (WA)","City proper","Estimate - de jure","Final figure, complete","2014","165489","1,2"
"United States of America","2012","Total","Both Sexes","Victorville City (CA)","City proper","Estimate - de jure","Final figure, complete","2014","120336","1,2"
"United States of America","2012","Total","Both Sexes","Virginia Beach (VA)","City proper","Estimate - de jure","Final figure, complete","2014","447021","1,2"
"United States of America","2012","Total","Both Sexes","Visalia (CA)","City proper","Estimate - de jure","Final figure, complete","2014","127081","1,2"
"United States of America","2012","Total","Both Sexes","Waco (TX)","City proper","Estimate - de jure","Final figure, complete","2014","127018","1,2"
"United States of America","2012","Total","Both Sexes","Warren (MI)","City proper","Estimate - de jure","Final figure, complete","2014","134141","1,2"
"United States of America","2012","Total","Both Sexes","WASHINGTON (DC)","City proper","Estimate - de jure","Final figure, complete","2014","632323","1,2"
"United States of America","2012","Total","Both Sexes","Waterbury (CT)","City proper","Estimate - de jure","Final figure, complete","2014","109915","1,2"
"United States of America","2012","Total","Both Sexes","West Covina (CA)","City proper","Estimate - de jure","Final figure, complete","2014","107440","1,2"
"United States of America","2012","Total","Both Sexes","West Jordan (UT)","City proper","Estimate - de jure","Final figure, complete","2014","108383","1,2"
"United States of America","2012","Total","Both Sexes","West Palm Beach (FL)","City proper","Estimate - de jure","Final figure, complete","2014","101903","1,2"
"United States of America","2012","Total","Both Sexes","West Valley City (UT)","City proper","Estimate - de jure","Final figure, complete","2014","132434","1,2"
"United States of America","2012","Total","Both Sexes","Westminster (CO)","City proper","Estimate - de jure","Final figure, complete","2014","109169","1,2"
"United States of America","2012","Total","Both Sexes","Wichita (KS)","City proper","Estimate - de jure","Final figure, complete","2014","385577","1,2"
"United States of America","2012","Total","Both Sexes","Wichita Falls (TX)","City proper","Estimate - de jure","Final figure, complete","2014","104552","1,2"
"United States of America","2012","Total","Both Sexes","Wilmington (NC)","City proper","Estimate - de jure","Final figure, complete","2014","109922","1,2"
"United States of America","2012","Total","Both Sexes","Winston-Salem (NC)","City proper","Estimate - de jure","Final figure, complete","2014","234349","1,2"
"United States of America","2012","Total","Both Sexes","Worcester (MA)","City proper","Estimate - de jure","Final figure, complete","2014","182669","1,2"
"United States of America","2012","Total","Both Sexes","Yonkers (NY)","City proper","Estimate - de jure","Final figure, complete","2014","198449","1,2"

"footnoteSeqID","Footnote"
"1","Excluding U.S. Armed Forces overseas and civilian U.S. citizens whose usual place of residence is outside the United States."
"2","City refers to a type of incorporated place in 49 states and the District of Columbia, that has an elected government and provides a range of government functions and services. Also included among the cities on this list is Urban Honolulu, Hawaii Census Designated Place (CDP), for which the Census Bureau reports data under agreement with the State of Hawaii (instead of the combined city and county of Honolulu)."
